Compound,log2_hrs,bel,cal,eng,pil,sak,,,,,,,,,,,,,,,,,,,,,
glutamic acid,166,,,93.1512,,249.7307,,,,,,,,,,,,,,,,,,,,,
glutamic acid,166,,,94.3694,,228.9297,,,,,,,,,,,,,,,,,,,,,
glutamic acid,166,,,93.542,,221.8499,,,,,,,,,,,,,,,,,,,,,
glutamic acid,190,218.1622,147.8734,108.5328,236.4201,136.3514,,,,,,,,,,,,,,,,,,,,,
glutamic acid,190,207.3649,149.1434,106.8214,,132.4303,,,,,,,,,,,,,,,,,,,,,
glutamic acid,190,210.8542,147.7279,101.7122,235.6813,128.7255,,,,,,,,,,,,,,,,,,,,,
glutamic acid,214,161.825,98.5789,150.3547,175.3604,311.3993,,,,,,,,,,,,,,,,,,,,,
glutamic acid,214,145.1625,84.3036,138.5277,161.8144,,,,,,,,,,,,,,,,,,,,,,
glutamic acid,214,137.0137,,137.9358,159.4364,169.0558,,,,,,,,,,,,,,,,,,,,,
glutamic acid,238,169.2438,112.2959,126.8357,172.5305,94.2841,,,,,,,,,,,,,,,,,,,,,
glutamic acid,238,162.8492,106.9452,122.2097,165.6527,96.4419,,,,,,,,,,,,,,,,,,,,,
glutamic acid,238,163.9286,,113.2626,159.3054,95.405,,,,,,,,,,,,,,,,,,,,,
glutamic acid,262,132.9642,,54.3005,135.2539,155.7781,,,,,,,,,,,,,,,,,,,,,
glutamic acid,262,126.8435,,54.3329,138.4833,152.2689,,,,,,,,,,,,,,,,,,,,,
glutamic acid,262,123.026,,53.1059,140.7302,148.6047,,,,,,,,,,,,,,,,,,,,,
glutamic acid,362,142.9402,85.0494,94.4503,158.7117,137.8065,,,,,,,,,,,,,,,,,,,,,
glutamic acid,362,141.4942,80.6108,92.7769,155.5845,138.3824,,,,,,,,,,,,,,,,,,,,,
glutamic acid,362,139.269,76.1903,90.7447,151.9641,136.8002,,,,,,,,,,,,,,,,,,,,,
glutamic acid,407,161.5345,,120.5919,100.066,,,,,,,,,,,,,,,,,,,,,,
glutamic acid,407,162.0045,,110.177,99.2894,,,,,,,,,,,,,,,,,,,,,,
glutamic acid,407,160.0938,,100.3566,99.4013,,,,,,,,,,,,,,,,,,,,,,
glutamic acid,698,231.4555,,109.1825,,211.8366,,,,,,,,,,,,,,,,,,,,,
glutamic acid,698,226.4637,,111.3611,137.0816,195.66,,,,,,,,,,,,,,,,,,,,,
glutamic acid,698,220.9394,,111.0233,137.8055,184.3018,,,,,,,,,,,,,,,,,,,,,
histidine,0,113.6705,113.6705,113.6705,113.6705,113.6705,,,,,,,,,,,,,,,,,,,,,
histidine,0,105.2135,105.2135,105.2135,105.2135,105.2135,,,,,,,,,,,,,,,,,,,,,
histidine,0,96.3334,96.3334,96.3334,96.3334,96.3334,,,,,,,,,,,,,,,,,,,,,
histidine,0.5,168.9487,168.9487,168.9487,168.9487,168.9487,,,,,,,,,,,,,,,,,,,,,
histidine,0.5,174.1783,174.1783,174.1783,174.1783,174.1783,,,,,,,,,,,,,,,,,,,,,
histidine,0.5,168.8051,168.8051,168.8051,168.8051,168.8051,,,,,,,,,,,,,,,,,,,,,
histidine,0.75,468.1413,468.1413,468.1413,468.1413,468.1413,,,,,,,,,,,,,,,,,,,,,
histidine,0.75,439.5415,439.5415,439.5415,439.5415,439.5415,,,,,,,,,,,,,,,,,,,,,
histidine,0.75,398.8358,398.8358,398.8358,398.8358,398.8358,,,,,,,,,,,,,,,,,,,,,
histidine,1,221.8175,221.8175,221.8175,221.8175,221.8175,,,,,,,,,,,,,,,,,,,,,
histidine,1,206.9178,206.9178,206.9178,206.9178,206.9178,,,,,,,,,,,,,,,,,,,,,
histidine,1,193.9735,193.9735,193.9735,193.9735,193.9735,,,,,,,,,,,,,,,,,,,,,
histidine,1.25,190.6439,190.6439,190.6439,190.6439,190.6439,,,,,,,,,,,,,,,,,,,,,
histidine,1.25,203.7601,203.7601,203.7601,203.7601,203.7601,,,,,,,,,,,,,,,,,,,,,
histidine,1.25,192.6999,192.6999,192.6999,192.6999,192.6999,,,,,,,,,,,,,,,,,,,,,
histidine,1.87,162.4355,162.4355,162.4355,162.4355,162.4355,,,,,,,,,,,,,,,,,,,,,
histidine,1.87,164.9675,164.9675,164.9675,164.9675,164.9675,,,,,,,,,,,,,,,,,,,,,
histidine,1.87,179.9436,179.9436,179.9436,179.9436,179.9436,,,,,,,,,,,,,,,,,,,,,
histidine,2.58,57.9298,57.9298,57.9298,57.9298,57.9298,,,,,,,,,,,,,,,,,,,,,
histidine,2.58,58.1767,58.1767,58.1767,58.1767,58.1767,,,,,,,,,,,,,,,,,,,,,
histidine,2.58,57.5285,57.5285,57.5285,57.5285,57.5285,,,,,,,,,,,,,,,,,,,,,
histidine,2.67,123.3805,123.3805,123.3805,123.3805,123.3805,,,,,,,,,,,,,,,,,,,,,
histidine,2.67,120.9841,120.9841,120.9841,120.9841,120.9841,,,,,,,,,,,,,,,,,,,,,
histidine,2.67,122.8112,122.8112,122.8112,122.8112,122.8112,,,,,,,,,,,,,,,,,,,,,
histidine,3,,,,,,,,,,,,,,,,,,,,,,,,,,
histidine,3,,,,,,,,,,,,,,,,,,,,,,,,,,
histidine,3,,,,,,,,,,,,,,,,,,,,,,,,,,
histidine,3.42,262.4347,262.4347,262.4347,262.4347,262.4347,,,,,,,,,,,,,,,,,,,,,
histidine,3.42,247.1435,247.1435,247.1435,247.1435,247.1435,,,,,,,,,,,,,,,,,,,,,
histidine,3.42,237.1775,237.1775,237.1775,237.1775,237.1775,,,,,,,,,,,,,,,,,,,,,
histidine,3.5,277.5591,277.5591,277.5591,277.5591,277.5591,,,,,,,,,,,,,,,,,,,,,
histidine,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,
histidine,3.5,231.0692,231.0692,231.0692,231.0692,231.0692,,,,,,,,,,,,,,,,,,,,,
histidine,4.93,106.2409,106.2409,106.2409,106.2409,106.2409,,,,,,,,,,,,,,,,,,,,,
histidine,4.93,107.9902,107.9902,107.9902,107.9902,107.9902,,,,,,,,,,,,,,,,,,,,,
histidine,4.93,107.7115,107.7115,107.7115,107.7115,107.7115,,,,,,,,,,,,,,,,,,,,,
histidine,27,241.4442,275.7401,205.2157,83.7263,215.4358,,,,,,,,,,,,,,,,,,,,,
histidine,27,242.4125,,159.7434,87.7407,198.7147,,,,,,,,,,,,,,,,,,,,,
histidine,27,249.5254,265.1136,144.8335,84.9925,185.5523,,,,,,,,,,,,,,,,,,,,,
histidine,35,171.9503,95.1183,,148.5528,199.6861,,,,,,,,,,,,,,,,,,,,,
histidine,35,168.1563,91.1218,156.7437,143.0273,187.0685,,,,,,,,,,,,,,,,,,,,,
histidine,35,165.2215,78.4665,156.9205,139.8346,203.4341,,,,,,,,,,,,,,,,,,,,,
histidine,46,180.5068,423.744,77.763,159.8673,159.9196,,,,,,,,,,,,,,,,,,,,,
histidine,46,155.4593,352.0629,74.9521,166.6483,167.2923,,,,,,,,,,,,,,,,,,,,,
histidine,46,146.9003,298.1492,74.8008,167.1322,161.1426,,,,,,,,,,,,,,,,,,,,,
histidine,58,148.2948,138.8001,154.8144,157.7755,110.0294,,,,,,,,,,,,,,,,,,,,,
histidine,58,145.4851,127.8821,150.2302,148.4341,109.1738,,,,,,,,,,,,,,,,,,,,,
histidine,58,139.9162,131.2592,146.874,141.5945,105.7284,,,,,,,,,,,,,,,,,,,,,
histidine,70,80.9385,,308.4192,96.063,911.765,,,,,,,,,,,,,,,,,,,,,
histidine,70,80.624,,288.7542,96.0345,719.0187,,,,,,,,,,,,,,,,,,,,,
histidine,70,73.197,,277.7428,99.4028,454.785,,,,,,,,,,,,,,,,,,,,,
histidine,94,177.5554,53.8709,118.1745,113.3482,85.465,,,,,,,,,,,,,,,,,,,,,
histidine,94,177.8635,54.2301,114.8642,112.093,90.1442,,,,,,,,,,,,,,,,,,,,,
histidine,94,152.5792,51.4292,120.2117,107.1118,90.7214,,,,,,,,,,,,,,,,,,,,,
histidine,118,53.8494,52.4967,154.0402,56.8785,220.2176,,,,,,,,,,,,,,,,,,,,,
histidine,118,57.8022,51.8118,130.9402,53.194,200.806,,,,,,,,,,,,,,,,,,,,,
histidine,118,58.3207,54.8706,98.7567,55.8679,200.9025,,,,,,,,,,,,,,,,,,,,,
histidine,142,76.1204,45.9658,64.2106,64.055,149.4811,,,,,,,,,,,,,,,,,,,,,
histidine,142,73.6426,49.7167,62.9599,63.849,146.1344,,,,,,,,,,,,,,,,,,,,,
histidine,142,68.5888,48.6779,65.3815,63.1985,140.1063,,,,,,,,,,,,,,,,,,,,,
histidine,166,,21.3726,55.1167,,187.8935,,,,,,,,,,,,,,,,,,,,,
histidine,166,,23.9416,56.7345,,142.108,,,,,,,,,,,,,,,,,,,,,
histidine,166,,24.9235,56.6343,,148.2724,,,,,,,,,,,,,,,,,,,,,
histidine,190,185.3729,128.0652,78.3315,172.6664,146.6068,,,,,,,,,,,,,,,,,,,,,
histidine,190,167.6089,136.1883,77.4059,,140.3527,,,,,,,,,,,,,,,,,,,,,
histidine,190,167.6754,140.6033,65.6389,149.9091,135.4025,,,,,,,,,,,,,,,,,,,,,
histidine,214,72.7977,112.9115,161.6301,72.3071,758.128,,,,,,,,,,,,,,,,,,,,,
histidine,214,63.9359,93.4495,143.617,64.6587,,,,,,,,,,,,,,,,,,,,,,
histidine,214,57.1389,,141.1478,62.4164,214.5087,,,,,,,,,,,,,,,,,,,,,
histidine,238,89.1848,156.0433,138.7903,83.6924,79.8495,,,,,,,,,,,,,,,,,,,,,
histidine,238,80.5532,155.7145,126.0719,73.909,79.8238,,,,,,,,,,,,,,,,,,,,,
histidine,238,82.1439,,114.2144,73.3602,80.5384,,,,,,,,,,,,,,,,,,,,,
histidine,262,39.9342,,29.7652,46.7194,179.2352,,,,,,,,,,,,,,,,,,,,,
histidine,262,39.2562,,30.053,48.5701,170.3056,,,,,,,,,,,,,,,,,,,,,
histidine,262,36.2165,,29.9297,48.6891,158.1382,,,,,,,,,,,,,,,,,,,,,
histidine,362,50.8331,107.2095,60.8251,55.2261,133.1953,,,,,,,,,,,,,,,,,,,,,
histidine,362,52.0935,103.6146,60.6433,54.2466,134.5978,,,,,,,,,,,,,,,,,,,,,
histidine,362,51.5898,89.6092,59.6729,53.0715,132.235,,,,,,,,,,,,,,,,,,,,,
histidine,407,49.3057,24.5787,90.1837,27.234,,,,,,,,,,,,,,,,,,,,,,
histidine,407,49.3514,25.3349,77.0824,27.4575,,,,,,,,,,,,,,,,,,,,,,
histidine,407,53.1003,24.7217,68.1152,27.6095,,,,,,,,,,,,,,,,,,,,,,
histidine,698,102.9856,,58.6348,,305.0789,,,,,,,,,,,,,,,,,,,,,
histidine,698,98.9308,,62.0898,47.355,250.7149,,,,,,,,,,,,,,,,,,,,,
histidine,698,94.1831,,61.2722,50.4878,219.2836,,,,,,,,,,,,,,,,,,,,,
arginine,0,381.1102,381.1102,381.1102,381.1102,381.1102,,,,,,,,,,,,,,,,,,,,,
arginine,0,340.6898,340.6898,340.6898,340.6898,340.6898,,,,,,,,,,,,,,,,,,,,,
arginine,0,293.6333,293.6333,293.6333,293.6333,293.6333,,,,,,,,,,,,,,,,,,,,,
arginine,0.5,200.6749,200.6749,200.6749,200.6749,200.6749,,,,,,,,,,,,,,,,,,,,,
arginine,0.5,204.7286,204.7286,204.7286,204.7286,204.7286,,,,,,,,,,,,,,,,,,,,,
arginine,0.5,203.4616,203.4616,203.4616,203.4616,203.4616,,,,,,,,,,,,,,,,,,,,,
arginine,0.75,665.2297,665.2297,665.2297,665.2297,665.2297,,,,,,,,,,,,,,,,,,,,,
arginine,0.75,590.978,590.978,590.978,590.978,590.978,,,,,,,,,,,,,,,,,,,,,
arginine,0.75,551.5095,551.5095,551.5095,551.5095,551.5095,,,,,,,,,,,,,,,,,,,,,
arginine,1,229.3805,229.3805,229.3805,229.3805,229.3805,,,,,,,,,,,,,,,,,,,,,
arginine,1,225.3402,225.3402,225.3402,225.3402,225.3402,,,,,,,,,,,,,,,,,,,,,
arginine,1,205.2353,205.2353,205.2353,205.2353,205.2353,,,,,,,,,,,,,,,,,,,,,
arginine,1.25,277.1757,277.1757,277.1757,277.1757,277.1757,,,,,,,,,,,,,,,,,,,,,
arginine,1.25,297.0027,297.0027,297.0027,297.0027,297.0027,,,,,,,,,,,,,,,,,,,,,
arginine,1.25,282.2929,282.2929,282.2929,282.2929,282.2929,,,,,,,,,,,,,,,,,,,,,
arginine,1.87,184.6987,184.6987,184.6987,184.6987,184.6987,,,,,,,,,,,,,,,,,,,,,
arginine,1.87,191.6919,191.6919,191.6919,191.6919,191.6919,,,,,,,,,,,,,,,,,,,,,
arginine,1.87,207.4404,207.4404,207.4404,207.4404,207.4404,,,,,,,,,,,,,,,,,,,,,
arginine,2.58,82.7459,82.7459,82.7459,82.7459,82.7459,,,,,,,,,,,,,,,,,,,,,
arginine,2.58,79.4054,79.4054,79.4054,79.4054,79.4054,,,,,,,,,,,,,,,,,,,,,
arginine,2.58,75.8016,75.8016,75.8016,75.8016,75.8016,,,,,,,,,,,,,,,,,,,,,
arginine,2.67,225.0779,225.0779,225.0779,225.0779,225.0779,,,,,,,,,,,,,,,,,,,,,
arginine,2.67,220.5253,220.5253,220.5253,220.5253,220.5253,,,,,,,,,,,,,,,,,,,,,
arginine,2.67,223.9309,223.9309,223.9309,223.9309,223.9309,,,,,,,,,,,,,,,,,,,,,
arginine,3,,,,,,,,,,,,,,,,,,,,,,,,,,
arginine,3,,,,,,,,,,,,,,,,,,,,,,,,,,
arginine,3,,,,,,,,,,,,,,,,,,,,,,,,,,
arginine,3.42,318.4199,318.4199,318.4199,318.4199,318.4199,,,,,,,,,,,,,,,,,,,,,
arginine,3.42,298.5216,298.5216,298.5216,298.5216,298.5216,,,,,,,,,,,,,,,,,,,,,
arginine,3.42,293.1998,293.1998,293.1998,293.1998,293.1998,,,,,,,,,,,,,,,,,,,,,
arginine,3.5,372.0534,372.0534,372.0534,372.0534,372.0534,,,,,,,,,,,,,,,,,,,,,
arginine,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,
arginine,3.5,327.3046,327.3046,327.3046,327.3046,327.3046,,,,,,,,,,,,,,,,,,,,,
arginine,4.93,156.7394,156.7394,156.7394,156.7394,156.7394,,,,,,,,,,,,,,,,,,,,,
arginine,4.93,152.5937,152.5937,152.5937,152.5937,152.5937,,,,,,,,,,,,,,,,,,,,,
arginine,4.93,152.516,152.516,152.516,152.516,152.516,,,,,,,,,,,,,,,,,,,,,
arginine,27,284.2718,350.0301,309.7102,118.9258,237.3976,,,,,,,,,,,,,,,,,,,,,
arginine,27,270.3507,,239.239,121.1163,227.0355,,,,,,,,,,,,,,,,,,,,,
arginine,27,284.2719,302.7733,199.6685,116.2979,206.6486,,,,,,,,,,,,,,,,,,,,,
arginine,35,208.7567,13.8478,,242.1595,372.9786,,,,,,,,,,,,,,,,,,,,,
arginine,35,217.2993,13.6511,213.9479,248.259,356.4592,,,,,,,,,,,,,,,,,,,,,
arginine,35,203.3279,13.2492,212.5588,245.6867,360.8119,,,,,,,,,,,,,,,,,,,,,
arginine,46,254.1061,477.1683,110.0837,297.1045,205.5446,,,,,,,,,,,,,,,,,,,,,
arginine,46,212.4432,397.7838,114.9336,293.0375,216.4402,,,,,,,,,,,,,,,,,,,,,
arginine,46,198.2349,354.1136,117.0084,299.195,204.6173,,,,,,,,,,,,,,,,,,,,,
arginine,58,158.2166,166.2935,227.2821,293.9487,160.2491,,,,,,,,,,,,,,,,,,,,,
arginine,58,155.1381,152.2184,215.9975,271.4381,156.8329,,,,,,,,,,,,,,,,,,,,,
arginine,58,148.868,156.6153,205.0777,262.1976,151.5599,,,,,,,,,,,,,,,,,,,,,
arginine,70,103.0698,,401.8115,268.8965,766.1586,,,,,,,,,,,,,,,,,,,,,
arginine,70,102.3817,,357.1752,236.3873,615.058,,,,,,,,,,,,,,,,,,,,,
arginine,70,85.5659,,363.2239,254.5697,413.0908,,,,,,,,,,,,,,,,,,,,,
arginine,94,212.1113,9.2767,179.49,349.6853,81.6217,,,,,,,,,,,,,,,,,,,,,
arginine,94,206.9561,9.2046,175.2296,337.638,92.1371,,,,,,,,,,,,,,,,,,,,,
arginine,94,172.5242,8.1147,176.0384,320.3684,95.4,,,,,,,,,,,,,,,,,,,,,
arginine,118,73.436,7.7922,123.6072,127.5438,92.2688,,,,,,,,,,,,,,,,,,,,,
arginine,118,78.3718,7.4211,101.6879,111.8993,84.9063,,,,,,,,,,,,,,,,,,,,,
arginine,118,80.3409,8.4609,132.0727,117.3645,82.8995,,,,,,,,,,,,,,,,,,,,,
arginine,142,183.891,8.916,124.6861,169.6896,86.1662,,,,,,,,,,,,,,,,,,,,,
arginine,142,180.9228,10.2685,114.9994,169.4412,82.3165,,,,,,,,,,,,,,,,,,,,,
arginine,142,167.3318,9.6932,120.7492,171.0852,81.3149,,,,,,,,,,,,,,,,,,,,,
arginine,166,,0.8247,75.2929,,334.2554,,,,,,,,,,,,,,,,,,,,,
arginine,166,,3.0779,78.9537,,276.2677,,,,,,,,,,,,,,,,,,,,,
arginine,166,,2.8995,76.9164,,254.8396,,,,,,,,,,,,,,,,,,,,,
arginine,190,196.4005,124.8914,183.0078,304.1532,112.1472,,,,,,,,,,,,,,,,,,,,,
arginine,190,179.2619,135.4639,176.2782,,106.6855,,,,,,,,,,,,,,,,,,,,,
arginine,190,185.5868,138.3746,178.5101,308.9667,102.2821,,,,,,,,,,,,,,,,,,,,,
arginine,214,167.9318,41.5351,191.523,246.1116,513.8614,,,,,,,,,,,,,,,,,,,,,
arginine,214,136.1605,28.9244,165.3142,204.6523,,,,,,,,,,,,,,,,,,,,,,
arginine,214,118.6025,,160.8343,201.5909,150.1195,,,,,,,,,,,,,,,,,,,,,
arginine,238,135.2875,29.5397,111.1392,187.351,37.4157,,,,,,,,,,,,,,,,,,,,,
arginine,238,120.1409,30.9612,103.116,179.3397,37.8905,,,,,,,,,,,,,,,,,,,,,
arginine,238,125.1418,,101.3651,167.8554,38.8274,,,,,,,,,,,,,,,,,,,,,
arginine,262,105.5536,,39.7219,131.5544,91.0773,,,,,,,,,,,,,,,,,,,,,
arginine,262,105.232,,40.7247,134.4437,92.0998,,,,,,,,,,,,,,,,,,,,,
arginine,262,91.9385,,40.3904,140.5177,81.8612,,,,,,,,,,,,,,,,,,,,,
arginine,362,171.2828,27.527,105.6818,163.1114,99.1393,,,,,,,,,,,,,,,,,,,,,
arginine,362,174.3173,28.1055,102.8404,161.0108,102.229,,,,,,,,,,,,,,,,,,,,,
arginine,362,169.6296,21.9557,102.5553,155.6982,100.0104,,,,,,,,,,,,,,,,,,,,,
arginine,407,147.0577,9.3589,200.5426,75.6828,,,,,,,,,,,,,,,,,,,,,,
arginine,407,155.1517,10.4442,160.824,76.8302,,,,,,,,,,,,,,,,,,,,,,
arginine,407,146.0228,9.5536,145.3856,76.5181,,,,,,,,,,,,,,,,,,,,,,
arginine,698,249.1049,,142.3474,,242.3232,,,,,,,,,,,,,,,,,,,,,
arginine,698,237.1505,,148.1851,168.1634,202.3397,,,,,,,,,,,,,,,,,,,,,
arginine,698,232.0924,,140.6621,138.3913,173.18,,,,,,,,,,,,,,,,,,,,,
lysine,0,65.9156,65.9156,65.9156,65.9156,65.9156,,,,,,,,,,,,,,,,,,,,,
lysine,0,60.4579,60.4579,60.4579,60.4579,60.4579,,,,,,,,,,,,,,,,,,,,,
lysine,0,51.5169,51.5169,51.5169,51.5169,51.5169,,,,,,,,,,,,,,,,,,,,,
lysine,0.5,99.7378,99.7378,99.7378,99.7378,99.7378,,,,,,,,,,,,,,,,,,,,,
lysine,0.5,100.7467,100.7467,100.7467,100.7467,100.7467,,,,,,,,,,,,,,,,,,,,,
lysine,0.5,98.4329,98.4329,98.4329,98.4329,98.4329,,,,,,,,,,,,,,,,,,,,,
lysine,0.75,321.3333,321.3333,321.3333,321.3333,321.3333,,,,,,,,,,,,,,,,,,,,,
lysine,0.75,279.2984,279.2984,279.2984,279.2984,279.2984,,,,,,,,,,,,,,,,,,,,,
lysine,0.75,260.9113,260.9113,260.9113,260.9113,260.9113,,,,,,,,,,,,,,,,,,,,,
lysine,1,121.4443,121.4443,121.4443,121.4443,121.4443,,,,,,,,,,,,,,,,,,,,,
lysine,1,114.4689,114.4689,114.4689,114.4689,114.4689,,,,,,,,,,,,,,,,,,,,,
lysine,1,108.6438,108.6438,108.6438,108.6438,108.6438,,,,,,,,,,,,,,,,,,,,,
lysine,1.25,124.5529,124.5529,124.5529,124.5529,124.5529,,,,,,,,,,,,,,,,,,,,,
lysine,1.25,132.0631,132.0631,132.0631,132.0631,132.0631,,,,,,,,,,,,,,,,,,,,,
lysine,1.25,121.2375,121.2375,121.2375,121.2375,121.2375,,,,,,,,,,,,,,,,,,,,,
lysine,1.87,71.9422,71.9422,71.9422,71.9422,71.9422,,,,,,,,,,,,,,,,,,,,,
lysine,1.87,75.2486,75.2486,75.2486,75.2486,75.2486,,,,,,,,,,,,,,,,,,,,,
lysine,1.87,77.9857,77.9857,77.9857,77.9857,77.9857,,,,,,,,,,,,,,,,,,,,,
lysine,2.58,40.0967,40.0967,40.0967,40.0967,40.0967,,,,,,,,,,,,,,,,,,,,,
lysine,2.58,38.7277,38.7277,38.7277,38.7277,38.7277,,,,,,,,,,,,,,,,,,,,,
lysine,2.58,40.1063,40.1063,40.1063,40.1063,40.1063,,,,,,,,,,,,,,,,,,,,,
lysine,2.67,62.6038,62.6038,62.6038,62.6038,62.6038,,,,,,,,,,,,,,,,,,,,,
lysine,2.67,61.895,61.895,61.895,61.895,61.895,,,,,,,,,,,,,,,,,,,,,
lysine,2.67,62.0547,62.0547,62.0547,62.0547,62.0547,,,,,,,,,,,,,,,,,,,,,
lysine,3,,,,,,,,,,,,,,,,,,,,,,,,,,
lysine,3,,,,,,,,,,,,,,,,,,,,,,,,,,
lysine,3,,,,,,,,,,,,,,,,,,,,,,,,,,
lysine,3.42,115.756,115.756,115.756,115.756,115.756,,,,,,,,,,,,,,,,,,,,,
lysine,3.42,108.3458,108.3458,108.3458,108.3458,108.3458,,,,,,,,,,,,,,,,,,,,,
lysine,3.42,104.5465,104.5465,104.5465,104.5465,104.5465,,,,,,,,,,,,,,,,,,,,,
lysine,3.5,152.8728,152.8728,152.8728,152.8728,152.8728,,,,,,,,,,,,,,,,,,,,,
lysine,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,
lysine,3.5,133.6243,133.6243,133.6243,133.6243,133.6243,,,,,,,,,,,,,,,,,,,,,
lysine,4.93,62.8352,62.8352,62.8352,62.8352,62.8352,,,,,,,,,,,,,,,,,,,,,
lysine,4.93,61.9977,61.9977,61.9977,61.9977,61.9977,,,,,,,,,,,,,,,,,,,,,
lysine,4.93,61.3189,61.3189,61.3189,61.3189,61.3189,,,,,,,,,,,,,,,,,,,,,
lysine,27,108.4355,149.7376,128.4448,56.3898,118.9527,,,,,,,,,,,,,,,,,,,,,
lysine,27,104.7336,,98.7529,58.1275,108.3866,,,,,,,,,,,,,,,,,,,,,
lysine,27,106.8833,135.3109,86.2811,57.5761,99.7558,,,,,,,,,,,,,,,,,,,,,
lysine,35,71.4391,12.3373,,78.9161,115.6342,,,,,,,,,,,,,,,,,,,,,
lysine,35,73.895,12.3165,85.9906,80.4578,108.0892,,,,,,,,,,,,,,,,,,,,,
lysine,35,70.923,12.651,85.562,79.346,106.4544,,,,,,,,,,,,,,,,,,,,,
lysine,46,45.5297,102.1522,46.4575,108.1516,46.0461,,,,,,,,,,,,,,,,,,,,,
lysine,46,39.5802,82.2795,46.713,108.6948,46.4057,,,,,,,,,,,,,,,,,,,,,
lysine,46,38.8606,69.8426,47.8212,110.3806,44.6434,,,,,,,,,,,,,,,,,,,,,
lysine,58,22.4648,13.9145,66.1783,86.4373,13.2236,,,,,,,,,,,,,,,,,,,,,
lysine,58,23.0739,13.7741,63.3103,80.0167,13.2787,,,,,,,,,,,,,,,,,,,,,
lysine,58,22.8505,13.9704,61.6592,76.123,13.3392,,,,,,,,,,,,,,,,,,,,,
lysine,70,17.0742,,59.0201,13.2886,30.5503,,,,,,,,,,,,,,,,,,,,,
lysine,70,17.1752,,56.3384,13.4102,29.0443,,,,,,,,,,,,,,,,,,,,,
lysine,70,15.8029,,55.3134,13.4517,23.0048,,,,,,,,,,,,,,,,,,,,,
lysine,94,21.5014,11.6779,10.8133,10.8031,10.7735,,,,,,,,,,,,,,,,,,,,,
lysine,94,21.6028,11.983,11.024,10.9116,10.9518,,,,,,,,,,,,,,,,,,,,,
lysine,94,19.7858,11.6657,11.3736,11.6233,11.3375,,,,,,,,,,,,,,,,,,,,,
lysine,118,13.2194,11.528,12.4846,11.072,12.5193,,,,,,,,,,,,,,,,,,,,,
lysine,118,13.5559,11.5277,12.0592,11.0339,12.0254,,,,,,,,,,,,,,,,,,,,,
lysine,118,13.5983,11.9202,11.6978,10.9043,11.9002,,,,,,,,,,,,,,,,,,,,,
lysine,142,13.2501,11.2623,11.1887,11.0659,11.6992,,,,,,,,,,,,,,,,,,,,,
lysine,142,13.3462,11.4942,11.656,11.1339,11.4683,,,,,,,,,,,,,,,,,,,,,
lysine,142,13.2304,11.801,11.76,10.8261,11.8606,,,,,,,,,,,,,,,,,,,,,
lysine,166,,10.9723,11.7715,,13.1753,,,,,,,,,,,,,,,,,,,,,
lysine,166,,10.9958,11.7757,,12.8914,,,,,,,,,,,,,,,,,,,,,
lysine,166,,11.0361,11.8424,,13.0694,,,,,,,,,,,,,,,,,,,,,
lysine,190,17.2472,69.3275,12.6264,13.4415,12.5204,,,,,,,,,,,,,,,,,,,,,
lysine,190,16.2825,72.2611,12.7779,,12.2966,,,,,,,,,,,,,,,,,,,,,
lysine,190,16.4254,71.5197,12.2415,13.2024,12.0491,,,,,,,,,,,,,,,,,,,,,
lysine,214,14.7106,14.2153,14.2902,12.4165,29.7649,,,,,,,,,,,,,,,,,,,,,
lysine,214,13.609,13.7654,13.5636,11.8802,,,,,,,,,,,,,,,,,,,,,,
lysine,214,13.3063,,13.8233,11.6189,16.3344,,,,,,,,,,,,,,,,,,,,,
lysine,238,14.4878,14.1215,13.8532,12.602,12.3584,,,,,,,,,,,,,,,,,,,,,
lysine,238,14.2294,14.0544,13.6264,12.6998,12.3147,,,,,,,,,,,,,,,,,,,,,
lysine,238,14.0759,,13.2297,12.4511,12.4619,,,,,,,,,,,,,,,,,,,,,
lysine,262,13.2442,,11.6578,11.7257,15.1062,,,,,,,,,,,,,,,,,,,,,
lysine,262,13.3174,,11.5115,11.7391,14.6905,,,,,,,,,,,,,,,,,,,,,
lysine,262,13.2734,,11.7298,11.9569,15.0754,,,,,,,,,,,,,,,,,,,,,
lysine,362,12.8776,13.6425,13.8515,12.5052,15.039,,,,,,,,,,,,,,,,,,,,,
lysine,362,12.9141,13.4123,13.7388,12.7017,16.1565,,,,,,,,,,,,,,,,,,,,,
lysine,362,12.8657,13.3753,14.1033,12.3464,16.4147,,,,,,,,,,,,,,,,,,,,,
lysine,407,15.6007,11.743,17.1813,11.7346,,,,,,,,,,,,,,,,,,,,,,
lysine,407,15.8028,11.6889,16.6642,11.8397,,,,,,,,,,,,,,,,,,,,,,
lysine,407,15.5969,11.8045,15.5752,11.7788,,,,,,,,,,,,,,,,,,,,,,
lysine,698,21.6799,,19.9004,,37.7279,,,,,,,,,,,,,,,,,,,,,
lysine,698,21.0497,,19.2601,12.8698,32.9258,,,,,,,,,,,,,,,,,,,,,
lysine,698,20.4314,,18.6803,12.3695,30.032,,,,,,,,,,,,,,,,,,,,,
tryptophan,0,25.929,25.929,25.929,25.929,25.929,,,,,,,,,,,,,,,,,,,,,
